ID,region,county,lat,long,condition_rate,inspection_date,bridge_length_ft,curb_to_curb_width_ft,deck_area_sq_ft,aadt,year_of_aadt,material,structure,year,popz
0,10,31,40.84975399,-73.94321502,3.95,43014,5188,88,613314,12.2,2014,4,14,1931,2.2
2,0,30,40.78436404,-73.63436101,6.34,43273,85,129,11671,9.1,2016,4,3,2003,1.7
3,0,30,40.78472298,-73.63884795,6.03,43299,111,128.9,15216,9.1,2016,6,6,2000,1.7
4,0,30,40.78480198,-73.64890299,6.6,43273,84,125,11582,9.1,2017,4,3,2006,1.7
5,10,41,40.73725697,-73.85190505,6.23,42914,163,124.8,21386,9.1,2017,4,3,1963,3.4
6,10,43,40.61083593,-74.03190192,5.75,42600,1410,37,67341,8.6,2002,4,3,1967,3.9
7,10,24,40.70240018,-73.99243961,4.7,42930,330,33.5,12243,8.6,2002,2,2,1944,3.9
8,10,41,40.76410602,-73.72407099,6.1,42898,88,126,11668,8.6,2017,4,3,1957,3.4
9,0,30,40.76937801,-73.70851595,5.8,43412,105,147.8,16128,8.2,2017,3,8,1958,1.7
10,10,24,40.67808902,-74.00232999,5.08,43144,353,10,4060,8,2017,4,4,1964,3.9
11,10,24,40.6664459,-73.99634,5.88,43201,65,40,2931,8,2017,4,3,1963,3.9
12,10,24,40.67619316,-74.00121419,4.81,42667,446,51,23144,8,2017,4,3,1964,3.9
13,10,24,40.66843884,-73.99625439,5.15,43236,249,52,13944,8,2017,4,3,1963,3.9
14,10,24,40.66843884,-73.99625439,6.1,43306,237,34,8840,8,2017,4,3,1997,3.9
15,10,24,40.636428,-74.018869,3.51,43054,18472,38,1799555,8,2017,4,3,1962,3.9
16,0,30,40.79937,-73.48441902,6.54,43279,113,164,19270,7.9,2016,4,3,1963,1.7
17,0,30,40.70574976,-73.45137663,6,43399,30,159,5565,7.8,2017,3,19,1959,1.7
18,0,30,40.76916896,-73.70382696,5.26,43412,66,130.2,8910,7.8,2017,4,3,1958,1.7
19,8,60,40.99289203,-73.66104896,5.52,42863,1263,97.1,130100,7.7,2006,4,4,1956,1
20,8,60,40.98740999,-73.67262898,6.59,43012,217,111.8,25432,7.7,2006,11,3,1999,1
21,10,31,40.78291803,-73.94396898,5.73,43278,627,73.8,49807,7.7,2003,4,3,1954,2.2
22,10,43,40.60939897,-74.03609297,3.8,42670,7683,74,676104,7.7,2014,4,14,1961,3.9
23,10,43,40.6120094,-74.03057071,3.8,43404,2188,26,110200,7.7,2011,4,4,1961,3.9
24,10,43,40.61066747,-74.0316872,5.47,43334,1514,37,67084,7.7,2011,4,3,1967,3.9
25,10,43,40.60930103,-74.03600395,3.69,42670,7934,83,674390,7.7,2017,4,14,1961,3.9
26,0,30,40.77955405,-73.66162303,6.38,43264,86,148,12973,7.7,2017,3,8,1958,1.7
27,10,41,40.78950399,-73.82248002,5.4,43258,80,25,2480,7.6,2017,4,3,1939,3.4
28,10,41,40.76141667,-73.84458333,5.78,42621,5454,40,246521,7.6,2017,4,3,1963,3.4
29,0,30,40.79774997,-73.47564603,4.93,43025,194,189.4,39052,7.6,2016,12,3,1997,1.7
30,0,30,40.798916,-73.48222702,6,43313,90,164.4,15354,7.6,2016,4,3,1963,1.7
31,0,#N/A,40.75659504,-73.62117299,5.44,43124,90,178,19936,7.4,2016,2,12,1936,1.7
32,10,#N/A,40.666564,-73.9960743,4.87,43262,39,18,780,7.4,2014,4,3,1955,3.9
33,0,#N/A,40.79950203,-73.49095903,5.58,43369,74,139,10878,7.3,2017,6,6,1997,1.7
34,0,#N/A,40.79889899,-73.49519704,5.59,43321,49,163.5,8536,7.3,2017,2,8,1962,1.7
35,8,44,41.103233,-74.01026298,6.01,42886,51,109,5763,7.3,2005,4,3,1953,-0.1
36,10,#N/A,40.63838704,-73.87873902,6.31,43041,317,106.6,40095,7.3,2017,5,3,2013,3.9
37,10,#N/A,40.63047501,-73.88607295,6.75,43377,96,104.8,10368,7.3,2017,4,3,2012,3.9
38,0,#N/A,40.782664,-73.55693404,5.79,43301,81,141.6,12037,7.2,2016,11,3,1962,1.7
39,0,#N/A,40.78348702,-73.58946101,5.45,43329,92,118.1,12135,7.2,2016,2,8,1962,1.7
40,0,#N/A,40.78319701,-73.55336599,5.77,43311,81,142.1,12061,7.2,2016,11,3,1962,1.7
41,0,#N/A,40.68612729,-73.64107498,6.08,43377,24,107,3720,7.2,2014,2,8,1946,1.7
42,0,#N/A,40.69859483,-73.52118243,5,43042,21,120,5800,7.1,2017,3,19,1956,1.7
43,0,#N/A,40.78946198,-73.455564,4.9,43007,81,134.4,11356,7.1,2016,2,8,1963,1.7
44,10,#N/A,40.58978199,-73.99286006,6.04,43187,81,68,6700,7.1,2017,2,8,1941,3.9
45,10,#N/A,40.59592697,-74.00005496,4.74,42914,88,68,7198,7.1,2017,4,3,1941,3.9
46,10,#N/A,40.74806601,-73.728655,5.62,43210,117,125,16380,7,2016,4,3,1971,3.4
47,10,#N/A,40.7437813,-73.73217628,4.85,43213,1911,108,245000,7,2016,5,3,1972,3.4
48,0,#N/A,40.76514197,-73.581996,6.63,43132,57,116,7464,7,2017,2,8,1938,1.7
49,10,#N/A,40.58601562,-73.91229111,6.74,43322,496,103,60016,6.8,2011,5,3,2017,3.9
50,10,#N/A,40.6062729,-74.08156162,7,43005,102,34,3860,6.8,2017,6,6,2005,0.1
51,10,#N/A,40.67859168,-74.00251549,4.66,42668,906,33.8,37360,6.8,2011,4,3,1964,3.9
52,0,#N/A,40.69036096,-73.57269796,5,43000,34,0,13300,6.8,2016,3,19,1956,1.7
53,10,#N/A,40.58561797,-73.93914895,3.41,43236,143,68,11154,6.7,2017,4,3,1942,3.9
54,10,#N/A,40.58493,-73.94379098,4.41,43203,143,78,11941,6.7,2017,4,3,1942,3.9
55,10,#N/A,40.58454097,-73.94860604,5.09,43185,166,34,14000,6.7,2017,4,3,1942,3.9
56,10,#N/A,40.58469099,-73.95109502,4.95,43188,79,68.5,6794,6.7,2017,4,3,1942,3.9
57,10,#N/A,40.889038,-73.887899,5,43137,95,24,4092,6.7,2017,4,3,1954,1.8
58,10,#N/A,40.58392896,-73.96668799,6.51,43221,222,128.5,29637,6.7,2017,5,3,2004,3.9
59,10,#N/A,40.5834129,-73.98356766,4.94,43378,2740,70,215090,6.7,2017,4,4,1941,3.9
60,10,#N/A,40.73088095,-73.915762,5,43175,59,72.5,4307,6.6,2005,2,8,1955,3.4
61,10,#N/A,40.72849704,-73.88564594,6.35,43020,191,34,7105,6.6,2005,4,3,1988,3.4
62,10,#N/A,40.60935423,-74.03569703,5.33,43306,690,24,20567,6.6,2011,4,3,1961,3.9
63,10,#N/A,40.728413,-73.75189494,4.27,43311,127,114,15342,6.6,2016,4,3,1961,3.4
64,10,#N/A,40.72623803,-73.75660998,3.82,43379,421,94,42395,6.6,2016,4,3,1963,3.4
65,10,#N/A,40.69713655,-73.72689826,5.04,43145,90,69.5,7300,6.6,2017,4,8,1939,3.4
66,0,#N/A,40.78794602,-73.52476203,6.14,43363,75,143,11205,6.5,2016,4,3,1961,1.7
67,10,#N/A,40.6667691,-73.9962979,6.14,43201,154,14.5,2600,6.5,2017,4,3,1963,3.9
68,10,#N/A,40.64275055,-74.01980743,4.38,43291,1812,40.5,82600,6.5,2017,4,3,1963,3.9
69,10,#N/A,40.63982096,-74.02182605,5.38,42909,546,14,16653,6.5,2017,4,3,1963,3.9
70,10,#N/A,40.635749,-74.017015,3.51,42953,320,18.6,7300,6.5,2017,4,3,1962,3.9
71,10,#N/A,40.74010198,-73.84543795,6.88,43292,305,105.9,34160,6.5,2010,12,3,1963,3.4
72,10,#N/A,40.78741667,-73.92911111,5.6,42608,1210,26,35332,6.5,2011,5,3,2007,2.2
73,10,#N/A,40.73924602,-73.792853,5.51,43200,117,101.5,12425,6.4,2017,4,3,1958,3.4
74,10,#N/A,40.64649896,-73.87387006,4.1,43322,304,74,26661,6.4,2016,4,3,1941,3.9
75,10,#N/A,40.75357825,-73.74434112,6.24,42991,329,104.3,37652,6.4,2017,3,6,2002,3.4
76,10,#N/A,40.73440198,-73.92229197,6.24,43294,587,96,61930,6.3,2017,5,3,1969,3.4
77,8,#N/A,41.10093198,-73.97280906,6.12,42830,54,109,6100,6.2,2012,4,3,1954,-0.1
78,8,#N/A,41.100802,-73.96547106,6.08,43332,67,110,7571,6.2,2012,4,3,1954,-0.1
79,10,#N/A,40.82015096,-73.89063895,4.32,43321,760,29.9,25840,6.2,1989,5,3,1962,1.8
80,8,#N/A,41.07186498,-73.91679858,3.56,42712,16015,84,1457365,6.2,2014,5,11,1955,-0.1
81,10,#N/A,40.70804969,-73.81966527,6.47,43238,106,115.4,12868,6.1,2010,4,3,1953,3.4
82,10,#N/A,40.82304807,-73.95717728,4.95,43217,4730,72,378174,6.1,2017,4,3,1939,2.2
83,10,#N/A,40.82953698,-73.95174198,6,43130,24,72.7,1920,6.1,2017,2,12,1936,2.2
84,10,#N/A,40.71934503,-73.94542703,4.62,43419,2570,75.5,208684,6.1,2017,4,3,1950,3.9
85,10,#N/A,40.71513697,-73.95181205,6.04,42874,274,18,5809,6.1,2011,4,3,1995,3.9
86,10,#N/A,40.714062,-73.952994,4.73,43251,2535,88.4,237276,6.1,2011,4,3,1950,3.9
87,0,#N/A,40.78180204,-73.64950099,5.79,43370,88,121,11572,6.1,2016,4,3,1968,1.7
88,0,#N/A,40.77902005,-73.66104904,5.84,43264,115,106,13500,6.1,2016,4,3,1968,1.7
89,10,#N/A,40.699928,-73.96173295,5.55,43154,103,96.3,10526,6,2017,4,3,1956,3.9
90,10,#N/A,40.69811002,-73.96248698,4.09,43153,84,95.3,8500.8,6,2017,2,8,1954,3.9
91,10,#N/A,40.70134897,-73.96108897,4.8,43154,73,72,7461,6,2017,4,3,1956,3.9
92,10,#N/A,40.69159804,-73.99929305,6.45,43213,148,92,14326,6,2017,4,8,1953,3.9
93,10,#N/A,40.70164896,-73.99194699,5.41,43326,125,30,4500,6,2017,4,4,1948,3.9
94,10,#N/A,40.693847,-73.99907299,5.76,43041,68,33.5,2564,6,2017,4,20,1948,3.9
95,10,#N/A,40.7024778,-73.99235131,5.89,42930,252,33.5,9349,6,2017,2,2,1944,3.9
96,10,#N/A,40.70011398,-73.99591221,4,43392,3604,33.5,133708,6,2017,2,8,1944,3.9
97,0,#N/A,40.71789203,-73.58066405,5,43019,33,39,4600,6,2016,2,19,1955,1.7
98,0,#N/A,40.71226497,-73.57995001,6.01,43342,108,78,9072,6,2016,4,3,1954,1.7
99,0,#N/A,40.690626,-73.57480598,5,42740,74,98,7844,6,2016,2,8,1955,1.7
100,0,#N/A,40.69083797,-73.57501803,5,42739,62,98,6572,6,2016,2,8,1955,1.7
101,10,#N/A,40.72626501,-73.76626,5.06,43244,113,99.5,12882,5.9,2017,3,8,1963,3.4
102,10,#N/A,40.61,-74.106,6.48,43220,77,160.8,12936,5.9,2011,6,6,2014,0.1
103,10,#N/A,40.88737704,-73.89421904,6.36,43102,60,109.3,6924,5.9,2017,2,8,1954,1.8
104,10,#N/A,40.83746998,-73.94851098,4.35,43089,450,17,10800,5.9,2017,4,3,1939,2.2
105,10,#N/A,40.83662005,-73.94905375,3.83,42662,1770,71.3,140000,5.9,2017,5,4,1939,2.2
106,10,#N/A,40.74334512,-73.83613261,4.49,43220,475,85,44650,5.9,2010,4,3,1958,3.4
107,10,#N/A,40.66246199,-73.84951405,4.89,42913,153,73.5,12118,5.9,2016,4,3,1941,3.4
108,10,#N/A,40.65494653,-73.85971803,4.62,43419,337,74,29555,5.9,2016,4,3,1941,3.4
109,10,#N/A,40.71985796,-73.78490399,5.53,43119,167,94,18300,5.8,2017,4,3,1963,3.4
110,10,#N/A,40.71927004,-73.79072499,6,43119,68,94,7500,5.8,2017,2,8,1963,3.4
111,10,#N/A,40.76012509,-73.95741605,6.29,43375,1585,32.5,65812,5.8,2011,4,3,1941,2.2
112,10,#N/A,40.773819,-73.94413002,4.96,42899,1430,32,54302,5.8,2011,4,4,1942,2.2
113,10,#N/A,40.73278903,-73.97431296,4.83,43339,2452,66,184259,5.8,2003,4,4,1947,2.2
114,10,#N/A,40.74315299,-73.97198804,3.81,43217,370,16,8251,5.8,2017,4,3,1966,2.2
115,10,#N/A,40.74320697,-73.97210102,3.77,43287,2300,70,153725,5.8,2017,4,3,1966,2.2
116,10,#N/A,40.71562197,-73.82566095,6.91,43385,797,45.5,42241,5.8,2017,4,3,2014,3.4
117,10,#N/A,40.70809798,-73.99950801,4.7,42691,5989,60,503788,5.8,2011,4,14,1883,2.2
118,5,#N/A,42.85462004,-78.79083702,5.81,42865,525,147.3,80483,5.8,2016,12,3,1956,0.9
119,5,#N/A,42.86432144,-78.79179113,6.42,43418,122,135.3,17239,5.8,2016,11,3,2002,0.9
120,5,#N/A,42.86778802,-78.79129906,6.15,43210,368,135.3,51998,5.8,2016,12,3,2002,0.9
121,0,#N/A,40.78046604,-73.63261396,4.66,43116,55,77.5,6700,5.8,2017,2,8,1934,1.7
122,0,#N/A,40.78005801,-73.62675499,4.33,43116,49,42,3000,5.8,2017,2,8,1968,1.7
123,10,#N/A,40.75405096,-73.72297904,5.61,43243,101,110,11700,5.7,2017,4,3,1971,3.4
124,10,#N/A,40.80324998,-73.91487904,5.75,43000,852,42.8,40100,5.7,2017,4,3,1959,1.8
125,10,#N/A,40.82006788,-73.8905247,3.73,43349,12554,36.3,1098736,5.7,2017,5,3,1960,1.8
126,10,#N/A,40.79883503,-73.91918904,3.79,42671,13110,90.7,1286100,5.7,2017,4,14,1936,2.2
127,0,#N/A,40.72697904,-73.37483299,5.81,43158,74,119,9000,5.7,2017,2,8,1941,1.9
128,10,#N/A,40.71744339,-73.82653053,4.07,43434,1177,26.8,37700,5.7,2012,4,3,1963,3.4
129,10,#N/A,40.85920699,-73.82721794,5.09,43391,354,121.5,45241,5.7,2005,4,3,1958,1.8
130,10,#N/A,40.85650403,-73.82653003,5.55,43277,209,124.7,26710,5.7,2016,4,3,1958,1.8
131,10,#N/A,40.73236401,-73.74671996,5.01,43252,90,104,16830,5.6,2017,4,3,1972,3.4
132,10,#N/A,40.73681404,-73.74143098,5.4,43259,161,109,19000,5.6,2017,4,3,1972,3.4
133,8,#N/A,41.100651,-74.032965,4.69,42830,211,132,28907,5.6,2012,4,3,1954,-0.1
134,10,#N/A,40.76247603,-73.83937701,6.37,43027,2990,39.4,126477,5.6,2017,4,6,1963,3.4
135,10,#N/A,40.76252577,-73.83989733,3.9,42648,9848,69,927682,5.6,2017,4,3,1963,3.4
136,10,#N/A,40.856678,-73.826163,6.65,43012,273,8,2312,5.6,2016,4,11,1986,1.8
137,10,#N/A,40.69386504,-73.99915901,6.15,43187,64,30,2100,5.6,2011,4,3,1948,3.9
138,10,#N/A,40.70173999,-73.99207301,5.04,43326,125,30,4500,5.6,2011,5,3,1948,3.9
139,10,#N/A,40.7001298,-73.99600245,4.69,43006,2329,33.5,86406,5.6,2011,2,8,1944,3.9
140,10,#N/A,40.70315436,-74.00774676,4.23,43391,7683,68.7,592875,5.6,2017,4,4,1954,2.2
141,8,#N/A,41.09957097,-73.95124202,4.77,43244,95,132,13015,5.6,2012,4,3,1953,-0.1
142,8,#N/A,41.09316168,-73.93148804,4.61,43277,303,126,40299,5.6,2012,4,3,1953,-0.1
143,8,#N/A,41.11767004,-74.15556602,5.95,42837,810,39,33939,5.6,2007,5,3,1995,-0.1
144,8,#N/A,41.11698601,-74.16078396,5.7,43213,362,38.7,15168,5.6,2007,5,3,1994,-0.1
145,3,#N/A,43.05329798,-76.12186796,4.38,42845,84,96.8,8405,5.6,2013,4,3,1968,0.1
146,3,#N/A,43.05166102,-76.12757995,4.3,43089,1522,84.1,159670,5.6,2003,4,3,1968,0.1
147,3,#N/A,43.05155204,-76.13152398,5.12,42877,183,96.3,18800,5.6,2003,4,3,1968,0.1
148,10,#N/A,40.75417264,-73.89848915,6.5,43354,237,108,27011,5.5,2017,4,6,2004,3.4
149,10,#N/A,40.8375292,-73.88051757,4.61,43083,1400,72,141284,5.5,2017,4,3,1951,1.8
150,0,#N/A,40.73314802,-73.33838896,6.03,43187,31,117,3807,5.5,2017,2,8,1962,1.9
151,0,#N/A,40.73255504,-73.34159699,7,43343,36,92,3700,5.5,2017,2,12,1933,1.9
152,10,#N/A,40.74352903,-73.97191,4.32,43250,376,36,25500,5.5,2017,4,3,1966,2.2
153,10,#N/A,40.7450917,-73.95959338,3.51,43039,2105,8.2,24753,5.5,2017,4,3,1985,2.2
154,10,#N/A,40.67964899,-74.00339004,4.93,43161,37,353,13516,5.5,2014,4,3,1960,3.9
155,10,#N/A,40.66671298,-73.80159491,6.15,43210,65,99.2,8450,5.5,2011,2,8,1948,3.4
156,10,#N/A,40.66590201,-73.80193003,5.67,43251,65,99,8450,5.5,2011,2,8,1948,3.4
157,10,#N/A,40.66626099,-73.80164299,5,43216,93,102,12090,5.5,2011,3,8,1948,3.4
158,0,#N/A,40.74898404,-73.61524201,6.13,43188,120,116.8,14762,5.4,2017,4,3,1956,1.7
159,10,#N/A,40.58414396,-73.98691202,6,43217,129,77,13100,5.4,2011,4,3,1941,3.9
160,10,#N/A,40.78851203,-73.98253697,6.61,43110,25,72,2263,5.4,2017,2,12,1938,2.2
161,10,#N/A,40.78553196,-73.98399697,4.59,43232,75,44.3,4500,5.4,2017,4,3,1937,2.2
162,10,#N/A,40.78091744,-73.98739326,3.47,42692,2730,70,363932,5.4,2017,4,3,1937,2.2
163,10,#N/A,40.78948204,-73.78209605,4.91,43271,57,75,4900,5.2,2017,4,3,1941,3.4
164,5,#N/A,42.91481298,-78.766302,4.35,42944,251,122,34462,5.2,2016,5,3,1950,0.9
165,10,#N/A,40.66906302,-73.99703002,5.19,42867,324,11.3,4540,5.2,2002,4,3,1963,3.9
166,10,#N/A,40.606421,-74.08277879,7,43292,102,34,3862,5.2,2011,6,6,2005,0.1
167,10,#N/A,40.60845,-74.08865,5.34,43202,68,168,12009,5.2,2011,6,6,2014,0.1
169,0,#N/A,40.80458202,-73.26911902,6.4,43276,72,69,5226,5.2,2016,4,3,1964,1.9
170,10,#N/A,40.80453399,-73.91909705,4.47,42972,92,119,14260,5.2,2011,2,8,1960,1.8
171,10,#N/A,40.74843451,-73.937912,4.86,43364,2059,24,59100,5.1,2017,4,3,1957,3.4
172,10,#N/A,40.74843451,-73.937912,4.65,42671,3623,24,105067,5.1,2017,5,3,1957,3.4
173,10,#N/A,40.75626701,-73.95940207,5.52,42689,6750,91,626900,5.1,2017,4,11,1909,2.2
174,10,#N/A,40.69837303,-73.98297201,5.53,43224,682,70.5,51696,5.1,2011,4,3,1956,3.9
175,10,#N/A,40.69983502,-73.98471106,5.24,43154,147,68.3,11025,5.1,2011,4,8,1956,3.9
176,10,#N/A,40.70060801,-73.98570201,4.93,43132,110,75,8690,5.1,2011,4,8,1956,3.9
177,10,#N/A,40.70100502,-73.98677905,6.27,43112,67,71,5092,5.1,2011,2,8,1956,3.9
178,10,#N/A,40.69638597,-73.980402,6.43,43115,258,24.6,7104,5.1,2011,4,3,1960,3.9
179,10,#N/A,40.69614197,-73.973454,6.07,43070,4810,93.3,464165,5.1,2011,4,3,1960,3.9
180,10,#N/A,40.71924599,-73.94535305,6.04,42888,195,26,5300,5.1,2002,4,3,1959,3.9
181,10,#N/A,40.72744303,-73.92963604,6.54,42991,88,95.4,8862,5.1,2017,4,3,2016,3.4
182,10,#N/A,40.72744303,-73.92963604,7,42991,98,83.5,8702,5.1,2017,4,3,2016,3.4
183,10,#N/A,40.719588,-73.94560506,4.5,43216,195,26,5090,5.1,1999,4,3,1959,3.9
184,5,#N/A,42.88398435,-78.76814233,5.15,43412,147,107.5,16655,5,2016,5,3,1950,0.9
185,5,#N/A,42.89342902,-78.76746403,4.92,43070,1027,107,116359,5,2016,4,3,1951,0.9
186,8,#N/A,40.95729899,-73.85155398,5.9,43342,31,0,2418,5,2014,2,19,1961,1
187,8,#N/A,40.951114,-73.853151,6,43371,40,0,6600,5,2014,3,19,1962,1
188,10,#N/A,40.86850203,-73.82153994,4.8,43056,678,74.8,60200,5,2013,4,17,1935,1.8
189,8,#N/A,40.92322411,-73.82264607,4.91,43274,101,73.5,7706,5,2007,4,3,1967,1
190,5,#N/A,42.87152001,-78.79009902,6.41,43406,115,163.6,19285,5,2016,11,3,2002,0.9
191,5,#N/A,42.87640501,-78.78478598,6.28,42815,133,123.3,17197,5,2016,11,3,2002,0.9
192,4,#N/A,43.15738398,-77.53895,4.21,43390,155,106.7,17562,4.9,2017,4,3,1960,0.6
193,10,#N/A,40.88986399,-73.88753796,6.85,43252,285,93,33630,4.9,2011,4,3,1954,1.8
194,10,#N/A,40.70117401,-73.98771397,5.55,43112,59,67,4484,4.9,2017,2,8,1956,3.9
195,10,#N/A,40.70130798,-73.98863994,6.11,43112,68,33.6,2618,4.9,2017,2,8,1956,3.9
196,10,#N/A,40.70144521,-73.98966939,6.28,43223,67,33.5,2500,4.9,2017,4,3,1956,3.9
197,10,#N/A,40.7015857,-73.99050905,5.96,42928,536,33.5,20529,4.9,2017,2,8,1944,3.9
198,10,#N/A,40.82666603,-73.93097001,5.34,43243,244,41.8,10541,4.9,2017,5,4,1954,1.8
199,10,#N/A,40.81941202,-73.93076597,4.31,43068,4320,77,362880,4.9,2017,5,3,1954,1.8
200,5,#N/A,42.99032501,-78.799113,6,43262,35,0,6408,4.8,2017,3,19,1965,0.9
201,1,#N/A,42.68727,-73.798291,4.78,42863,136,126,17571,4.8,2013,4,3,1968,-0.2
202,10,#N/A,40.87152297,-73.87210506,5.89,43102,45,72,4050,4.8,2017,2,12,1949,1.8
203,10,#N/A,40.87630802,-73.870622,5,43110,68,104,9282,4.8,2017,2,8,1951,1.8
204,4,#N/A,43.157259,-77.62636402,5.43,42990,228,98,26100,4.8,2016,4,3,1971,0.6
205,8,#N/A,41.05389102,-73.80956796,4.82,42675,372,50.2,20758,4.8,2014,4,3,1970,1
206,10,#N/A,40.788272,-73.79057004,5.51,42978,1104,24,33700,4.7,2017,4,3,1961,3.4
207,10,#N/A,40.80466601,-73.79373306,4.44,42976,11210,81.5,969665,4.7,2011,4,14,1961,1.8
208,10,#N/A,40.79708,-73.82662298,6,43031,6886,62.5,592579,4.7,2011,4,14,1938,3.4
209,10,#N/A,40.836299,-73.87371205,4.81,42955,317,78,26800,4.7,2017,5,3,1947,1.8
210,4,#N/A,43.13036602,-77.52566993,5.69,43031,37,163.6,9502,4.7,2016,3,8,1900,0.6
211,10,#N/A,40.84910669,-73.93934229,5.54,42933,150,48,28000,4.7,2005,4,4,1962,2.2
212,8,#N/A,40.917179,-73.78119397,6.45,43229,54,119.6,6885,4.7,2014,2,8,1954,1
213,8,#N/A,40.91643899,-73.78187601,6.14,42838,58,119.7,7400,4.7,2014,2,8,1954,1
214,10,#N/A,40.86603803,-73.87211898,5.05,43118,101,73.6,9191,4.7,2015,2,8,1949,1.8
215,3,#N/A,43.05107204,-76.14545699,4.31,43081,1413,28,57200,4.7,2003,4,3,1968,0.1
216,10,#N/A,40.67946299,-74.00358996,5.6,42988,2317,46,114923,4.6,2002,4,3,1992,3.9
217,10,#N/A,40.82262903,-73.884994,5.86,42968,22,146.5,3800,4.6,2010,3,8,1950,1.8
218,10,#N/A,40.82277002,-73.88396103,4.79,42937,1083,77,100719,4.6,2010,5,3,1968,1.8
219,10,#N/A,40.82094174,-73.88917065,4.25,42971,485,29,16300,4.6,2010,5,3,1962,1.8
220,8,#N/A,41.01417898,-73.71688698,5.76,42891,180,216,41220,4.6,2017,11,3,1997,1
221,8,#N/A,40.94401098,-73.80128503,6.29,43301,96,86.9,8975,4.6,2003,4,3,1990,1
222,8,#N/A,40.94383003,-73.80202403,6.17,43312,102,156,16565,4.6,2003,4,3,1990,1
223,8,#N/A,40.92681904,-73.80534997,4.81,43228,65,76.2,5363,4.6,2003,2,8,1926,1
224,10,#N/A,40.84463899,-73.90267406,5.84,43304,1610,74,157780,4.6,2017,4,3,1960,1.8
225,8,#N/A,41.11340399,-74.09904801,5.82,42879,41,103,4633,4.6,2014,4,3,1953,-0.1
226,8,#N/A,41.09702827,-74.04781039,4.58,43264,76,108,8588,4.6,2014,4,3,1953,-0.1
227,0,#N/A,40.80475801,-73.28750094,6.56,42836,84,79.2,6938,4.6,2016,4,3,1964,1.9
228,10,#N/A,40.76642498,-73.89392797,5.15,43143,35,180,9800,4.6,2008,2,8,1963,3.4
229,10,#N/A,40.84953911,-73.94277867,4.31,42993,684,24,21900,4.6,2005,2,12,1962,2.2
230,10,#N/A,40.85398303,-73.871922,3.44,42957,57,97,6669,4.5,2015,2,12,1949,1.8
231,10,#N/A,40.83847104,-73.87317497,4,43449,146,68,12643,4.5,2015,5,4,1951,1.8
232,10,#N/A,40.85624904,-73.87248294,6.37,42939,136,98.5,15400,4.5,2015,3,8,1949,1.8
233,10,#N/A,40.839726,-73.87270702,4.01,42985,109,72,9411,4.5,2015,4,4,1951,1.8
234,10,#N/A,40.841581,-73.87227598,4.46,43054,1497,68,133200,4.5,2015,5,4,1951,1.8
235,10,#N/A,40.81015595,-73.93018817,4.63,43109,28,85,2520,4.5,2017,2,12,1960,1.8
236,10,#N/A,40.80771297,-73.92684994,4.47,42962,102,94,11526,4.5,2017,4,8,1960,1.8
237,10,#N/A,40.80940197,-73.92941304,5.06,43158,461,80.7,40568,4.5,2017,4,4,1960,1.8
238,8,#N/A,41.11798377,-74.15687929,4.37,42695,792,56.6,46886,4.5,2015,5,3,1954,-0.1
239,8,#N/A,41.11813797,-74.15641002,5.31,42867,1987,38.4,82858,4.5,2007,5,3,1995,-0.1
240,8,#N/A,40.90262597,-73.81498396,5.73,43277,92,82.8,8170,4.4,2007,4,3,1987,1
241,8,#N/A,40.91470201,-73.81241499,4,43228,31,43.7,2855,4.4,2005,2,12,1926,1
242,8,#N/A,40.91157076,-73.81370884,4.43,42957,30,57.8,1950,4.4,2005,2,5,1926,1
243,4,#N/A,43.15721604,-77.65941697,6.77,43046,126,39,18900,4.4,2016,11,3,2009,0.6
244,8,#N/A,40.96897497,-73.776375,4,42803,61,66,4800,4.4,2003,2,8,1938,1
245,10,#N/A,40.55751538,-74.20437663,5.66,43042,21,40,5376,4.4,2017,3,19,1968,0.1
246,10,#N/A,40.89409896,-73.86242806,5.81,43110,72,87,6768,4.4,2017,2,8,1951,1.8
247,10,#N/A,40.90272101,-73.87854901,4.69,43108,54,162,10638,4.4,2017,2,8,1956,1.8
248,10,#N/A,40.77999896,-73.98832696,6.37,43085,863,45,69040,4.3,2009,5,3,2000,2.2
249,10,#N/A,40.77290296,-73.99350799,5.03,43021,3633,68,272475,4.3,2011,4,3,1931,2.2
250,10,#N/A,40.73280099,-73.86803904,4.65,42895,480,50.5,51917,4.3,2017,5,3,1955,3.4
251,10,#N/A,40.73165997,-73.87155206,4.73,42893,223,106.3,25200,4.3,2017,5,3,1955,3.4
252,10,#N/A,40.73394098,-73.86446103,5.84,42913,163,112.8,19413,4.3,2017,5,3,1957,3.4
253,10,#N/A,40.70140698,-73.98862898,5.88,43111,68,33.5,2550,4.3,2006,2,8,1956,3.9
254,10,#N/A,40.70155036,-73.98968268,6.45,43223,67,33.5,2500,4.3,2006,4,3,1956,3.9
255,10,#N/A,40.70165068,-73.99039055,4.25,42928,283,33.5,10500,4.3,2006,2,8,1944,3.9
256,10,#N/A,40.66331002,-73.80227005,5.14,43126,186,36,7600,4.3,2017,4,3,1967,3.4
257,10,#N/A,40.64633,-73.801121,7,42992,41.33,170,15595,4.3,2017,2,19,1955,3.4
258,10,#N/A,40.64511901,-73.78694402,6.31,43313,669,54,38200,4.3,2017,5,3,1989,3.4
259,10,#N/A,40.65974198,-73.80651899,5.65,43343,75,72,8000,4.3,2017,4,3,1946,3.4
